Chr	GeneID	Start	Stop	CodingLength	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10
chr12	ZNF140	133657037	133684258	3065	1074	1084	1196	820	1244	870	1188	856	886	1304
chr12	ZNF26	133562934	133589154	3281	950	942	1178	828	1066	894	1082	872	862	870
chr12	ZNF268	133757995	133783697	5868	2710	1658	3150	2044	1654	2426	1932	2274	2300	1640
chr12	ZNF384	6775643	6798738	3511	4884	4524	5572	3514	5128	4106	5658	4286	4252	4956
chr12	ZNF385A	54762920	54785083	2469	1466	1814	1482	906	2616	1196	2800	1350	1352	2638
chr12	ZNF605	133498019	133532892	6308	1176	1078	1360	818	1080	994	1238	946	948	1114
chr12	ZNF641	48733793	48745029	4684	1216	710	1286	752	926	946	1000	816	1002	1032
chr12	ZNF664	124457762	124499986	4324	15338	9610	17582	11338	9834	13464	10924	13044	13060	9590
chr12	ZNF664-FAM101A	124457762	124800570	2413	2	4	0	2	2	0	2	2	2	0
chr12	ZNF705A	8325150	8332642	3438	10	2	8	4	0	4	4	6	4	8
chr12	ZNF740	53574535	53584654	4256	3592	3440	3982	2332	4498	2892	4216	2876	2698	3922
chr12	ZNF84	133613878	133639885	7037	2236	2128	2638	1822	2256	1850	2312	2008	2166	2060
chr13	A2LD1	101182418	101241046	2903	134	164	202	104	192	170	190	152	136	222
chr13	ABCC4	95672083	95953687	6252	5880	3566	7386	5066	3514	5354	3246	5472	5726	3022
chr13	ABHD13	108870763	108886603	5302	2776	1686	3136	2038	1820	2412	2040	2526	2328	1614
chr13	ADPRHL1	114076260	114107839	2173	136	152	156	98	224	156	232	136	146	222
chr13	AKAP11	42846289	42897403	9920	7840	3344	9712	6140	2580	6800	3132	7352	6794	2252
chr13	ALG11	52586523	52603780	2565	1314	784	1586	974	766	1140	924	1278	1184	698
chr13	ALG5	37523908	37573504	1213	3034	3084	3472	2438	5046	2886	4336	2832	2728	4252
chr13	ALOX5AP	31287615	31338565	1270	242	212	314	202	282	248	254	242	236	228
chr13	ANKRD10	111530887	111567416	2495	1556	1510	1654	1096	2504	1150	2224	1352	1482	2160
chr13	ARGLU1	107195662	107220514	1751	6962	5838	7838	5412	6858	5474	7536	6102	6668	6816
chr13	ARHGEF7	111767624	111958081	8780	7678	5788	8954	5410	6080	6218	7276	6572	6680	6408
chr13	ARL11	50202435	50208008	3760	40	20	46	32	42	32	16	30	52	54
chr13	ATP11A	113344643	113541482	8855	9390	5832	11658	7080	3978	8000	4916	9196	8398	3696
chr13	ATP12A	25254549	25285923	3734	0	2	0	2	0	0	0	2	2	0
chr13	ATP4B	114303122	114312513	1497	20	16	24	12	12	6	20	4	10	28
chr13	ATP5EP2	28519343	28519710	368	32	84	52	32	162	56	88	46	38	178
chr13	ATP7B	52506806	52585630	6641	396	266	486	264	208	348	230	380	370	186
chr13	ATP8A2	25946209	26595420	5006	0	0	6	0	0	0	0	0	2	0
chr13	B3GALTL	31774112	31906411	4213	3932	2488	4400	2618	3088	3480	3148	3134	3122	3006
chr13	BIVM	103451399	103493888	3885	1176	1076	1314	866	1440	970	1370	946	994	1376
chr13	BIVM-ERCC5	103459496	103528351	5143	2	0	2	0	0	2	2	2	0	0
chr13	BORA	73302042	73330328	2773	2322	1658	2684	1694	1738	1982	1926	1998	1982	1548
chr13	BRCA2	32889617	32973809	11386	6910	3900	8226	5272	4040	5770	4304	6614	6446	3716
chr13	C13orf15	42031542	42045013	1108	1812	1766	2118	1590	3814	1296	2722	1554	1996	3568
chr13	C13orf33	31480312	31499709	2390	722	596	964	512	678	730	778	642	676	664
chr13	C13orf35	113301358	113338811	2241	2	0	0	0	0	0	0	2	2	0
chr13	C1QTNF9	24883716	24896669	1826	6	4	0	2	4	0	2	2	0	0
chr13	C1QTNF9B	24465428	24471125	1002	0	0	2	0	0	0	6	0	0	6
chr13	C1QTNF9B-AS1	24463028	24466242	905	22	16	10	8	32	16	24	18	22	18
chr13	CAB39L	49882786	50018221	3990	712	544	790	524	714	578	674	638	616	574
chr13	CARKD	111267807	111292342	2862	2768	3520	3082	2126	4930	2340	4494	2658	2466	4784
chr13	CARS2	111293757	111358480	1862	1560	1834	1686	1166	2704	1240	2488	1362	1392	2584
chr13	CCDC122	44410489	44453826	2008	280	254	308	182	242	226	280	302	290	258
chr13	CCDC168	103381717	103411422	21470	38	8	38	38	6	26	8	22	58	8
chr13	CCDC169	36801179	36871992	1539	34	22	32	24	20	18	12	16	20	8
chr13	CCDC169-SOHLH2	36742345	36871992	2650	0	0	2	0	0	0	0	0	0	0
chr13	CCDC70	52436117	52440372	1154	2	0	4	2	4	2	4	0	6	8
chr13	CCNA1	37005967	37017019	2302	558	552	682	488	674	612	706	620	544	592
chr13	CDADC1	49822047	49867622	3401	796	712	1008	598	1130	604	918	668	640	938
chr13	CDC16	115000362	115038150	2293	6434	6146	7462	5260	7724	5658	7656	5730	5754	7524
chr13	CDK8	26828756	26978569	1769	880	644	1118	770	520	800	686	752	850	554
chr13	CDX2	28536205	28543505	2351	0	0	0	2	2	2	0	0	2	0
chr13	CENPJ	25456412	25497085	5173	3560	2592	3834	2606	2112	2888	2922	3086	3076	2088
chr13	CG030	33078643	33083532	4890	178	136	232	128	106	160	146	152	204	108
chr13	CHAMP1	115079965	115092803	3818	4552	3410	5412	3632	2812	4084	3350	4242	4028	2510
chr13	CKAP2	53029495	53050763	3736	23614	15004	27116	16976	13696	20048	16354	19548	18810	12360
chr13	CLDN10	96085853	96232010	2939	18	34	16	10	26	12	32	14	12	32
chr13	CLN5	77566059	77576652	2800	2770	2534	3414	2038	3204	2570	3004	2532	2544	2852
chr13	CLYBL	100258919	100549388	5770	22	52	56	26	60	44	48	34	44	58
chr13	COG3	46039030	46110833	4596	4220	2698	4386	2970	2608	3492	3002	3566	3460	2426
chr13	COG6	40229764	40365802	7005	3160	1924	3834	2532	1712	2934	2086	2830	2932	1546
chr13	COL4A1	110801310	110959496	6532	87058	42776	99486	53334	33744	75484	46716	74036	72496	34416
chr13	COL4A2	110959631	111165373	6263	126862	111856	146496	76936	120186	109378	138396	111986	103936	121274
chr13	COMMD6	76099350	76111991	1722	3828	4882	4690	3134	9630	3234	7134	3364	3514	9034
chr13	CPB2	46627322	46679211	1766	6	6	10	0	2	0	2	4	4	0
chr13	CRYL1	20977806	21100012	1501	912	1050	1160	628	1456	806	1346	846	768	1428
chr13	CSNK1A1L	37677397	37679801	2405	28	4	14	16	8	18	8	36	10	6
chr13	CUL4A	113863086	113919392	3884	12584	9576	14862	10228	10952	11030	10894	11646	11366	9994
chr13	CYSLTR2	49280951	49283498	2548	0	0	0	0	0	0	0	0	0	0
chr13	DACH1	72012098	72441330	5239	2	0	6	2	0	0	0	0	12	0
chr13	DAOA-AS1	106111406	106158030	2480	0	0	0	0	0	0	0	2	0	0
chr13	DCLK1	36342789	36705514	13692	5884	2970	7642	5540	2770	5124	3102	5740	5776	2370
chr13	DCT	95091841	95131936	2397	0	2	2	2	0	2	0	2	0	0
chr13	DCUN1D2	114110134	114145023	3029	1584	1466	1640	1118	2308	1268	1992	1362	1322	1798
chr13	DGKH	42614172	42803891	4544	1584	356	2018	1210	290	1326	334	1520	1660	268
chr13	DHRS12	52342131	52378293	2682	318	360	338	208	560	262	552	280	306	568
chr13	DIAPH3	60239723	60738119	4983	14982	9120	17486	11098	7882	13164	10010	13048	12396	7604
chr13	DIS3	73329540	73356344	7712	8330	5094	9918	6686	5166	7390	5564	7780	7636	4662
chr13	DLEU1	50656414	50679433	874	644	498	728	522	858	500	546	484	534	730
chr13	DLEU2	50556688	50699677	2768	496	238	496	294	420	352	364	378	376	410
chr13	DLEU7	51286759	51417885	1180	4	2	8	2	0	2	0	12	4	0
chr13	DNAJC15	43597362	43683306	2776	7740	7672	9496	6346	12306	7248	10230	7110	7006	11216
chr13	DNAJC3	96329393	96447243	5591	7920	4480	9182	5752	4916	7202	5306	7006	6858	4350
chr13	DOCK9	99445741	99738660	8047	21674	13536	24722	14302	11394	17766	14330	17704	18234	11634
chr13	DZIP1	96230456	96296957	7488	1122	876	1356	796	1028	990	1026	1052	952	882
chr13	EBPL	50234810	50265623	978	1800	2372	2096	1550	4180	1468	3106	1752	1814	3588
chr13	EDNRB	78469616	78549664	4861	0	8	8	0	10	2	8	6	0	6
chr13	EFHA1	22066828	22178355	1933	5274	4748	6234	4226	5326	4910	5442	4626	4550	4786
chr13	EFNB2	107142079	107187388	4387	974	848	1190	778	940	1050	890	904	898	978
chr13	ELF1	41506055	41593508	3739	10390	5100	11742	7380	5408	9184	6158	8918	8958	4786
chr13	ENOX1	43787666	44361116	3124	12	4	24	22	6	12	10	6	14	14
chr13	EPSTI1	43462122	43566377	1573	13310	10134	14682	8086	11286	12422	14102	11284	10118	10730
chr13	ERCC5	103498191	103528351	4085	234	104	288	160	42	182	80	166	182	40
chr13	ESD	47345391	47371367	1192	7660	7970	9146	6152	11944	6840	10436	6668	6598	11098
chr13	EXOSC8	37574678	37583751	1411	3762	4236	4740	3344	6720	3450	5582	3626	3698	5484
chr13	F10	113777113	113803843	1536	6	12	20	6	14	8	14	12	12	10
chr13	F7	113760105	113774995	3125	4	4	2	0	0	2	2	2	2	2
chr13	FAM123A	25742672	25745857	3186	0	0	0	0	2	0	2	0	2	0
chr13	FAM124A	51796470	51858377	4902	54	44	48	34	58	60	54	36	40	40
chr13	FAM155A	107820879	108519460	3859	2	6	4	0	6	0	2	0	0	14
chr13	FAM194B	46115432	46189874	2421	0	0	0	0	0	0	0	0	0	0
chr13	FAM216B	43355686	43365685	3302	0	2	0	0	6	2	0	0	0	0
chr13	FAM48A	37583451	37633850	3028	4462	3674	5030	3430	3586	4032	4334	3874	3910	3532
chr13	FAM70B	114462216	114514899	1031	1428	1786	1832	1012	2946	1210	2352	1214	1328	2660
chr13	FARP1	98795434	99102023	5740	3200	2800	3632	2066	2592	2690	3226	3102	2742	2788
chr13	FBXL3	77579389	77601331	3549	7644	4800	8526	5474	4766	6838	5328	6492	6388	4516
chr13	FGF14	102373205	103054124	3024	118	88	118	80	170	86	84	86	126	166
chr13	FGF9	22245215	22278640	4530	4	2	8	2	0	2	2	6	8	10
chr13	FKSG29	100003674	100004281	608	2	2	12	6	0	2	0	0	2	0
chr13	FLJ41484	114545293	114548719	3427	194	176	248	152	158	164	214	156	208	158
chr13	FLJ44054	114586610	114626485	2928	4	0	4	6	0	0	0	0	8	0
chr13	FLT1	28874483	29069265	12010	10810	5514	12778	8034	7096	8608	6260	9346	9470	5762
chr13	FLT3	28577411	28674729	3842	0	0	2	0	0	0	4	0	2	2
chr13	FNDC3A	49550048	49783915	6380	12894	5732	15448	9884	5318	10986	6032	11842	11300	4450
chr13	FOXO1	41129801	41240734	5738	5618	3786	5954	3756	4124	4322	4694	4402	5196	4172
chr13	FREM2	39261173	39461267	16162	14	6	18	4	8	6	12	10	20	10
chr13	FRY	32605437	32870776	10717	4634	4024	5580	3280	8316	4254	5814	3980	4064	7538
chr13	GAS6	114523522	114567046	3903	5114	5724	5332	2738	8990	4372	8954	4356	4320	9476
chr13	GJA3	20712395	20735183	5205	14	6	22	10	28	12	12	12	12	10
chr13	GJB2	20761604	20767114	2332	0	2	8	2	10	2	2	6	8	2
chr13	GJB6	20796101	20806534	2508	0	2	0	0	0	0	0	2	0	0
chr13	GPC5	92050935	93519487	2880	2	2	4	2	0	4	0	2	4	2
chr13	GPC6	93879078	95060273	7102	0	0	32	0	0	0	0	0	0	2
chr13	GPR12	27329339	27334922	4848	52	12	42	28	40	38	50	48	46	20
chr13	GPR18	99906967	99910682	1661	14	12	10	10	2	8	6	16	8	6
chr13	GPR180	95254104	95286899	8875	5622	2984	6316	4256	3262	4886	3366	4952	4938	2938
chr13	GPR183	99946789	99959749	1785	6	0	12	4	2	6	0	6	12	2
chr13	GRK1	114321597	114438637	2098	0	2	4	2	4	2	0	8	0	0
chr13	GRTP1	113978505	114018463	1406	130	94	112	82	104	96	120	110	108	104
chr13	GSX1	28366780	28368089	847	0	0	0	0	0	0	0	2	0	0
chr13	GTF2F2	45694631	45858239	1453	2774	2688	3302	2312	3780	2596	3408	2692	2374	3302
chr13	GTF3A	27998681	28009846	1404	7320	8260	8242	5692	13496	6212	11576	6180	6084	12798
chr13	HMGB1	31032879	31040081	3426	65674	59138	77958	52386	84346	60070	81394	58202	57992	82040
chr13	HNRNPA1L2	53191605	53217919	2365	916	580	1036	698	688	712	754	732	790	548
chr13	HS6ST3	96743093	97491816	7804	4	12	18	12	0	6	12	8	4	6
chr13	HSPH1	31710763	31736117	3667	18536	13486	22050	16280	15520	15834	14356	16666	16584	13904
chr13	HTR2A	47405677	47471211	5442	4	0	2	0	0	0	0	0	2	4
chr13	IFT88	21141208	21265576	3160	794	534	870	598	550	606	686	596	600	530
chr13	IL17D	21277482	21297237	1861	176	200	188	90	254	138	278	150	192	230
chr13	ING1	111365083	111373421	4108	878	1058	1148	810	1488	832	1132	846	834	1344
chr13	INTS6	51935701	52027275	9006	5278	3270	6132	4202	3310	4594	3456	4530	4470	3006
chr13	IPO5	98605929	98676550	6002	28534	20008	34014	23646	20562	25368	22140	26192	25050	18354
chr13	IRS2	110406184	110438914	6998	134	80	140	90	28	100	60	134	154	64
chr13	ITGBL1	102104966	102368794	2494	2576	2468	3164	2182	2610	2216	2712	2376	2370	2584
chr13	ITM2B	48807274	48836232	1896	34192	28978	37268	21584	46044	29284	42678	26518	26700	42370
chr13	KATNAL1	30776767	30881584	7601	7052	3248	8518	5488	3124	6304	3624	5990	6250	3002
chr13	KBTBD6	41701709	41706936	5228	1172	1010	1472	992	1506	1144	978	1060	1090	1296
chr13	KBTBD7	41765711	41768702	2992	320	174	414	202	156	298	138	274	252	102
chr13	KCNRG	50589390	50595058	1625	54	30	26	32	54	38	62	34	32	48
chr13	KCTD12	77454304	77460540	6237	20044	11200	23850	14916	16512	17454	10300	17016	17566	11484
chr13	KCTD4	45766988	45775175	2119	4	0	2	0	0	6	2	2	2	4
chr13	KDELC1	103436631	103451404	2107	2442	2062	3006	1632	2584	2396	2572	2220	2124	2292
chr13	KIAA0226L	46916137	46961635	3977	4	0	4	2	0	0	2	2	6	0
chr13	KIAA0564	42140961	42535221	7414	2038	1240	2276	1666	940	1744	1320	1926	1768	1002
chr13	KIAA1704	45563687	45602404	1392	1544	1260	2102	1460	1288	1542	1462	1614	1530	1320
chr13	KL	33590571	33640282	5006	10	2	6	4	0	12	6	2	4	6
chr13	KLF12	74260149	74708066	10909	2214	1060	2424	1384	740	1700	1064	1886	1764	820
chr13	KLF5	73633142	73651676	3350	392	284	458	308	306	334	362	394	416	284
chr13	KPNA3	50273443	50367057	4474	10846	7276	12884	9438	8636	9762	8136	10510	9800	7440
chr13	LACC1	44453420	44468068	4550	870	570	1052	862	426	864	606	880	826	484
chr13	LAMP1	113951469	113977741	2540	42736	40836	49470	30056	58456	37706	54688	37922	37296	54732
chr13	LATS2	21547176	21635722	5542	11050	6500	13446	8642	4822	10034	6380	10628	10732	4518
chr13	LCP1	46700058	46756459	3790	270	106	284	214	96	224	96	264	260	48
chr13	LECT1	53277400	53313947	1446	2	6	6	4	4	0	0	0	2	8
chr13	LHFP	39917029	40177356	2158	1216	972	1374	842	1242	1068	1438	942	1112	1274
chr13	LIG4	108859792	108870716	4356	2132	1004	2462	1758	998	1986	1046	1924	2058	872
chr13	LINC00282	52387483	52419286	4126	0	2	2	2	2	2	2	0	4	0
chr13	LINC00284	44596471	44604599	2564	0	0	0	0	0	0	0	0	0	0
chr13	LINC00327	24043651	24061603	2087	22	12	28	24	46	30	32	26	40	20
chr13	LINC00330	45373640	45383766	2035	22	14	18	14	10	12	30	14	18	20
chr13	LINC00346	111516334	111522655	6322	492	364	542	324	470	360	432	428	448	420
chr13	LINC00347	75126980	75131257	2105	0	2	0	0	0	6	0	0	0	0
chr13	LINC00410	91543208	91578851	2018	6	0	4	0	0	2	0	0	8	0
chr13	LINC00421	19919189	19920889	1054	0	0	0	0	0	0	0	0	0	0
chr13	LINC00426	30914407	30948036	1589	14	2	6	4	12	0	4	6	4	6
chr13	LINC00442	19582399	19586774	2138	0	0	0	0	0	2	0	0	0	0
chr13	LINC00460	107028911	107030142	916	0	0	2	0	0	0	0	2	2	0
chr13	LINC00547	38109077	38125673	3314	78	42	52	40	52	44	50	48	46	50
chr13	LINC00548	40768646	40794639	2551	0	0	2	0	2	2	0	0	0	2
chr13	LMO7	76194570	76434006	8510	12842	7736	14400	8768	6516	11956	8688	11062	11524	6626
chr13	LNX2	28120050	28194720	4804	2806	1576	3216	2206	1806	2402	1848	2520	2550	1542
chr13	LOC100506394	114567150	114569805	1942	222	158	194	124	198	178	238	160	148	204
chr13	LOC100507240	42535305	42555701	2079	2	2	4	0	2	0	2	2	0	0
chr13	LOC100509894	46626983	46675482	3508	38	34	44	38	46	38	32	52	40	26
chr13	LOC100616668	41371121	41495886	4362	68	60	76	40	52	56	50	66	50	56
chr13	LOC283481	103046928	103048055	1128	4	6	6	2	2	0	4	0	2	12
chr13	LOC728437	30050652	30061887	1114	0	0	0	0	2	0	2	0	0	0
chr13	LPAR6	48985182	49018840	3458	1230	664	1172	614	1214	980	1060	914	866	942
chr13	LRCH1	47127296	47327175	8082	5428	3438	6132	3660	3116	4562	3942	4416	4416	3096
chr13	MAB21L1	36047926	36050832	2907	0	0	2	2	2	0	2	2	0	0
chr13	MBNL2	97874574	98046374	4704	5710	3006	6812	4318	3140	4946	3150	5116	5182	3190
chr13	MCF2L	113623535	113754053	6687	874	720	1102	642	768	622	828	804	826	618
chr13	MCF2L-AS1	113621798	113622952	1155	18	10	18	12	48	4	46	16	18	20
chr13	MED4	48650092	48669240	2022	5388	4736	6428	4128	6432	5120	6130	4660	4500	5930
chr13	METTL21C	103338097	103346854	1085	2	0	2	0	0	2	2	0	2	0
chr13	METTL21CP1	103532449	103548383	2312	2	6	4	4	2	0	0	2	10	0
chr13	MIPEP	24304328	24463587	2429	1036	990	1338	884	1102	938	1174	1070	832	1216
chr13	MIR15A	50623255	50623337	83	2	0	0	0	0	0	0	0	2	0
chr13	MIR17HG	92000074	92006829	5018	652	262	622	636	782	512	728	584	678	622
chr13	MLNR	49794474	49796513	1239	4	6	8	6	6	4	8	14	10	4
chr13	MPHOSPH8	20207788	20247599	4268	6190	5544	7018	4486	6444	5312	6802	5104	4870	5868
chr13	MRP63	21750372	21753220	2655	2396	3176	2880	1868	5578	2070	4932	2142	2188	5592
chr13	MRPS31	41303432	41345347	1339	1742	1936	1940	1366	2270	1514	2488	1656	1542	2262
chr13	MTIF3	28009776	28024739	1232	1888	2182	2376	1556	3558	1588	3316	1642	1654	3218
chr13	MTMR6	25820341	25861704	5214	6144	3794	7206	4998	3610	5546	3910	5672	5602	3474
chr13	MTRF1	41790516	41837713	2174	878	734	1014	630	988	716	822	652	724	824
chr13	MTUS2	29598748	30080084	7196	2	0	10	4	8	6	4	6	4	0
chr13	MYCBP2	77618792	77901177	15025	11858	4368	14588	8248	3596	10220	4248	10434	10438	3038
chr13	MYO16	109248500	109860355	7524	14	0	2	0	4	4	0	2	6	2
chr13	MZT1	73282495	73301938	2412	5986	4598	6740	4808	5556	5514	5416	5034	4904	4854
chr13	N4BP2L1	32974860	33002315	3116	404	454	452	282	412	314	582	316	296	516
chr13	N4BP2L2	33006930	33112936	4893	5376	4134	6102	4014	4292	4474	4820	4862	4734	4082
chr13	N6AMT2	21303073	21348057	872	330	412	402	248	540	242	530	278	258	504
chr13	NAA16	41885341	41951166	4592	2696	1648	2714	1934	1740	2156	1874	2318	2262	1476
chr13	NALCN	101706130	102068813	6923	350	360	518	258	226	318	296	388	330	208
chr13	NBEA	35516424	36246874	11210	56	50	56	22	22	36	64	38	36	54
chr13	NDFIP2	80055259	80130212	4655	3458	2118	3790	2724	2472	3116	2644	3060	3020	2146
chr13	NEK3	52706779	52733996	2734	1828	1582	1966	1276	2322	1560	2252	1552	1508	2028
chr13	NEK5	52638900	52703214	2910	44	48	58	38	46	44	42	56	32	40
chr13	NHLRC3	39612455	39624246	3549	2142	1268	2136	1378	1544	1722	1824	1648	1806	1706
chr13	NUDT15	48611703	48621282	2022	3336	2560	3750	2586	3556	2912	3320	2974	3030	3090
chr13	NUFIP1	45513384	45563613	3487	1664	1442	2096	1558	1842	1528	1526	1708	1370	1522
chr13	NUPL1	25875666	25916561	4335	7144	4300	8264	5742	4174	5992	4470	6352	6484	3926
chr13	OLFM4	53602876	53626196	2919	0	2	0	0	0	0	0	0	0	0
chr13	OXGR1	97637973	97646604	2285	0	0	0	0	0	0	0	0	0	0
chr13	PABPC3	25670276	25672704	2429	176	106	204	134	110	148	148	158	152	100
chr13	PAN3	28712643	28869475	5632	3954	2576	4238	2858	2306	2934	2716	3252	3380	2382
chr13	PAN3-AS1	28710980	28713311	2191	98	64	118	74	142	84	70	80	106	122
chr13	PARP4	24995069	25086948	5469	22828	13662	27284	15834	11010	20136	14892	19782	18646	10414
chr13	PCCA	100741269	101182691	2564	960	904	1072	700	774	678	1046	780	796	736
chr13	PCDH17	58205789	58303065	8009	0	0	4	2	0	2	0	0	2	0
chr13	PCDH20	61983819	61989655	4777	4	0	2	0	0	0	0	0	0	0
chr13	PCDH8	53418109	53422775	4003	16	22	20	10	20	8	26	24	14	16
chr13	PCDH9	66876966	67804468	6227	14	8	28	14	4	14	2	12	6	0
chr13	PCID2	113831925	113863029	1868	5284	5364	6038	4588	6702	4460	6646	4866	4850	6274
chr13	PDS5B	33160564	33352158	7498	7778	4584	9220	5614	4470	6932	5170	7258	6808	4356
chr13	PDX1	28494168	28500451	2573	0	0	0	2	0	0	0	0	2	0
chr13	PHF11	50069801	50103117	1902	2788	2544	3028	1988	2888	2472	3730	2472	2230	2590
chr13	PHF2P1	19620293	19692423	4595	2	0	2	0	0	2	4	2	0	0
chr13	PIBF1	73356230	73590591	3113	2238	1624	2714	1982	1520	1952	1860	2044	1926	1402
chr13	POLR1D	28194880	28241559	3020	4452	5172	5356	3480	8662	3732	6884	3912	3654	8024
chr13	POMP	29233141	29253093	1461	9420	9542	10832	7916	17946	8266	13772	8106	8116	15998
chr13	POSTN	38136719	38172981	3380	14	6	280	12	0	14	6	8	8	0
chr13	POU4F1	79173230	79177695	3814	26	24	34	24	30	24	26	26	46	20
chr13	PRHOXNB	28552243	28562774	522	0	0	0	0	0	0	0	0	0	0
chr13	PROSER1	39584002	39612252	5208	5958	4096	6918	4382	4100	5178	4694	5214	5048	3832
chr13	PROZ	113812968	113826698	1555	32	40	30	24	50	14	34	22	10	28
chr13	PSPC1	20248892	20357159	3142	7260	6634	8362	5390	10958	6334	8104	6316	6390	9160
chr13	RAB20	111175413	111214071	1509	194	236	250	174	454	198	304	234	226	444
chr13	RAP2A	98086475	98120252	4358	4604	2730	5164	3414	3256	3878	2958	3754	3690	2812
chr13	RASA3	114747194	114898095	4200	4256	4086	5444	3472	4322	3942	4952	4144	3846	4072
chr13	RASL11A	27844464	27847827	1543	86	174	128	56	212	110	212	116	100	196
chr13	RB1	48877883	49056026	4772	16346	8194	18342	11676	6738	13592	8532	13634	13412	6726
chr13	RBM26	79894100	79979923	3613	5230	3274	5982	4162	3524	4612	3218	4554	4530	3086
chr13	RBM26-AS1	79980444	79998468	2471	154	122	192	112	96	132	120	92	118	66
chr13	RCBTB1	50106082	50159719	4033	5642	3658	6602	3934	3124	4668	3874	4982	4770	2890
chr13	RCBTB2	49063099	49107316	3175	1120	858	1286	774	1110	900	1112	832	938	1052
chr13	RFC3	34392206	34540695	2865	5932	4242	6690	4748	5242	5036	5046	5658	5464	4362
chr13	RFXAP	37393339	37403740	2825	842	750	1072	746	916	700	902	704	734	842
chr13	RNASEH2B	51483814	51544596	2158	2146	2212	2438	1654	3350	1890	3054	1868	1742	3022
chr13	RNF113B	98828039	98829521	1378	0	2	0	0	0	0	0	2	0	0
chr13	RNF17	25338301	25454058	5107	2	8	0	0	2	0	0	0	0	0
chr13	RNF219	79188421	79233314	3534	2924	2104	3450	2506	2070	2592	2210	2624	2620	1986
chr13	RNF6	26786905	26796508	3938	5254	3032	6374	4440	2868	4674	3126	4862	4630	2356
chr13	RPL21	27825692	27830702	566	52	68	68	46	82	42	68	50	48	100
chr13	RXFP2	32313679	32377009	2803	0	0	0	0	0	0	0	0	2	0
chr13	SACS	23902965	24007841	15639	13438	4976	16130	11594	3634	11582	4332	13208	14950	3190
chr13	SAP18	21714653	21723224	2301	8176	8764	9972	6336	14508	7350	11882	7528	7346	13586
chr13	SCEL	78109809	78219398	3226	0	2	6	0	0	4	6	0	8	0
chr13	SERP2	44947978	44971850	784	42	22	52	40	64	20	40	46	54	66
chr13	SERPINE3	51915168	51936239	1441	8	8	16	10	6	14	10	2	10	2
chr13	SERTM1	37248049	37271975	3206	6	2	4	0	2	2	2	0	0	2
chr13	SETDB2	50018429	50069139	6221	1872	1324	2142	1328	1434	1470	1548	1550	1506	1390
chr13	SGCG	23755060	23899304	1655	2	6	10	2	2	10	4	12	2	6
chr13	SHISA2	26618735	26625198	2889	42	18	32	34	40	38	46	66	42	22
chr13	SIAH3	46354416	46425846	3994	2	0	4	0	2	0	0	2	0	0
chr13	SKA3	21727734	21750741	2919	4458	4006	5258	3428	4014	3872	4654	4018	3674	3972
chr13	SLAIN1	78271989	78338377	3547	8	8	4	6	6	0	8	4	0	2
chr13	SLC10A2	103696348	103719196	3779	2	0	4	0	0	2	2	2	0	2
chr13	SLC15A1	99336055	99404929	3127	58	46	54	30	60	46	58	58	52	54
chr13	SLC25A15	41363547	41386596	4021	1908	1552	2208	1476	1822	1668	1754	1706	1738	1716
chr13	SLC25A30	45967454	45992516	3668	3926	2626	4460	2762	3456	3222	2754	3082	3190	3030
chr13	SLC46A3	29274218	29293150	3344	1362	756	1314	772	764	1070	996	1058	1066	888
chr13	SLC7A1	30083551	30169825	7343	10786	7072	12744	8910	6040	9692	6870	10814	9924	5696
chr13	SLITRK1	84451343	84456528	5186	0	0	2	0	0	0	2	0	0	0
chr13	SLITRK5	88324870	88331870	4446	2	2	2	2	0	0	2	0	6	0
chr13	SMAD9	37418968	37494409	5592	1518	1020	1736	1158	1398	1182	1102	1190	1392	1244
chr13	SOX1	112721913	112726020	4108	2	0	2	4	2	0	0	2	0	12
